,Date,Total_Crimes
3779,2011-05-11,1110
3780,2011-05-12,1044
3781,2011-05-13,1173
3782,2011-05-14,928
3783,2011-05-15,917
3784,2011-05-16,967
3785,2011-05-17,1037
3786,2011-05-18,953
3787,2011-05-19,1057
3788,2011-05-20,1113
3789,2011-05-21,966
3790,2011-05-22,1015
3791,2011-05-23,1052
3792,2011-05-24,1037
3793,2011-05-25,976
3794,2011-05-26,949
3795,2011-05-27,1030
3796,2011-05-28,945
3797,2011-05-29,878
3798,2011-05-30,1002
3799,2011-05-31,1087
3800,2011-06-01,1198
3801,2011-06-02,1174
3802,2011-06-03,1110
3803,2011-06-04,1100
3804,2011-06-05,1030
3805,2011-06-06,1068
3806,2011-06-07,1092
3807,2011-06-08,1076
3808,2011-06-09,961
3809,2011-06-10,1148
3810,2011-06-11,1014
3811,2011-06-12,1003
3812,2011-06-13,1053
3813,2011-06-14,1100
3814,2011-06-15,1103
3815,2011-06-16,1024
3816,2011-06-17,1171
3817,2011-06-18,1056
3818,2011-06-19,1049
3819,2011-06-20,1106
3820,2011-06-21,1064
3821,2011-06-22,1037
3822,2011-06-23,1045
3823,2011-06-24,1024
3824,2011-06-25,1109
3825,2011-06-26,1097
3826,2011-06-27,998
3827,2011-06-28,1075
3828,2011-06-29,1107
3829,2011-06-30,1029
3830,2011-07-01,1123
3831,2011-07-02,1127
3832,2011-07-03,981
3833,2011-07-04,1027
3834,2011-07-05,1136
3835,2011-07-06,1084
3836,2011-07-07,1072
3837,2011-07-08,1028
3838,2011-07-09,1071
3839,2011-07-10,1075
3840,2011-07-11,1085
3841,2011-07-12,1087
3842,2011-07-13,1114
3843,2011-07-14,1066
3844,2011-07-15,1185
3845,2011-07-16,1100
3846,2011-07-17,1040
3847,2011-07-18,1050
3848,2011-07-19,1067
3849,2011-07-20,1018
3850,2011-07-21,1009
3851,2011-07-22,1125
3852,2011-07-23,1035
3853,2011-07-24,1000
3854,2011-07-25,1060
3855,2011-07-26,1033
3856,2011-07-27,1090
3857,2011-07-28,1088
3858,2011-07-29,1063
3859,2011-07-30,1072
3860,2011-07-31,1047
3861,2011-08-01,1228
3862,2011-08-02,1018
3863,2011-08-03,1124
3864,2011-08-04,1144
3865,2011-08-05,1145
3866,2011-08-06,1101
3867,2011-08-07,928
3868,2011-08-08,923
3869,2011-08-09,995
3870,2011-08-10,1014
3871,2011-08-11,1050
3872,2011-08-12,1129
3873,2011-08-13,1033
3874,2011-08-14,968
3875,2011-08-15,1033
3876,2011-08-16,950
3877,2011-08-17,1030
3878,2011-08-18,1066
3879,2011-08-19,1163
3880,2011-08-20,1079
3881,2011-08-21,1006
3882,2011-08-22,1017
3883,2011-08-23,990
3884,2011-08-24,1029
3885,2011-08-25,1088
3886,2011-08-26,1048
3887,2011-08-27,1048
3888,2011-08-28,1008
3889,2011-08-29,1032
3890,2011-08-30,1042
3891,2011-08-31,1077
3892,2011-09-01,1169
3893,2011-09-02,1083
3894,2011-09-03,994
3895,2011-09-04,970
3896,2011-09-05,934
3897,2011-09-06,941
3898,2011-09-07,989
3899,2011-09-08,934
3900,2011-09-09,1073
3901,2011-09-10,1090
3902,2011-09-11,963
3903,2011-09-12,1053
3904,2011-09-13,1023
3905,2011-09-14,981
3906,2011-09-15,961
3907,2011-09-16,1061
3908,2011-09-17,976
3909,2011-09-18,915
3910,2011-09-19,988
3911,2011-09-20,967
3912,2011-09-21,973
3913,2011-09-22,1127
3914,2011-09-23,1012
3915,2011-09-24,949
3916,2011-09-25,904
3917,2011-09-26,940
3918,2011-09-27,945
3919,2011-09-28,934
3920,2011-09-29,986
3921,2011-09-30,1015
3922,2011-10-01,1060
3923,2011-10-02,926
3924,2011-10-03,937
3925,2011-10-04,970
3926,2011-10-05,964
3927,2011-10-06,966
3928,2011-10-07,1053
3929,2011-10-08,1013
3930,2011-10-09,998
3931,2011-10-10,895
3932,2011-10-11,1021
3933,2011-10-12,1064
3934,2011-10-13,826
3935,2011-10-14,1019
3936,2011-10-15,962
3937,2011-10-16,892
3938,2011-10-17,912
3939,2011-10-18,915
3940,2011-10-19,878
3941,2011-10-20,888
3942,2011-10-21,1006
3943,2011-10-22,1009
3944,2011-10-23,1039
3945,2011-10-24,1021
3946,2011-10-25,1057
3947,2011-10-26,977
3948,2011-10-27,950
3949,2011-10-28,1044
3950,2011-10-29,945
3951,2011-10-30,952
3952,2011-10-31,1034
3953,2011-11-01,1184
3954,2011-11-02,972
3955,2011-11-03,857
3956,2011-11-04,1002
3957,2011-11-05,902
3958,2011-11-06,941
3959,2011-11-07,867
3960,2011-11-08,868
3961,2011-11-09,888
3962,2011-11-10,863
3963,2011-11-11,952
3964,2011-11-12,997
3965,2011-11-13,932
3966,2011-11-14,962
3967,2011-11-15,1055
3968,2011-11-16,881
3969,2011-11-17,906
3970,2011-11-18,923
3971,2011-11-19,909
3972,2011-11-20,913
3973,2011-11-21,931
3974,2011-11-22,851
3975,2011-11-23,971
3976,2011-11-24,710
3977,2011-11-25,932
3978,2011-11-26,876
3979,2011-11-27,825
3980,2011-11-28,896
3981,2011-11-29,891
3982,2011-11-30,892
3983,2011-12-01,1040
3984,2011-12-02,999
3985,2011-12-03,876
3986,2011-12-04,883
3987,2011-12-05,933
3988,2011-12-06,874
3989,2011-12-07,831
3990,2011-12-08,830
3991,2011-12-09,859
3992,2011-12-10,878
3993,2011-12-11,834
3994,2011-12-12,918
3995,2011-12-13,970
3996,2011-12-14,909
3997,2011-12-15,932
3998,2011-12-16,944
3999,2011-12-17,816
4000,2011-12-18,830
4001,2011-12-19,937
4002,2011-12-20,978
4003,2011-12-21,932
4004,2011-12-22,879
4005,2011-12-23,922
4006,2011-12-24,732
4007,2011-12-25,515
4008,2011-12-26,712
4009,2011-12-27,784
4010,2011-12-28,851
4011,2011-12-29,863
4012,2011-12-30,898
4013,2011-12-31,790
4014,2012-01-01,1415
4015,2012-01-02,699
4016,2012-01-03,803
4017,2012-01-04,798
4018,2012-01-05,869
4019,2012-01-06,912
4020,2012-01-07,858
4021,2012-01-08,800
4022,2012-01-09,882
4023,2012-01-10,892
4024,2012-01-11,883
4025,2012-01-12,743
4026,2012-01-13,751
4027,2012-01-14,776
4028,2012-01-15,770
4029,2012-01-16,825
4030,2012-01-17,841
4031,2012-01-18,789
4032,2012-01-19,747
4033,2012-01-20,682
4034,2012-01-21,716
4035,2012-01-22,682
4036,2012-01-23,833
4037,2012-01-24,897
4038,2012-01-25,960
4039,2012-01-26,921
4040,2012-01-27,931
4041,2012-01-28,806
4042,2012-01-29,811
4043,2012-01-30,864
4044,2012-01-31,962
4045,2012-02-01,1028
4046,2012-02-02,876
4047,2012-02-03,893
4048,2012-02-04,846
4049,2012-02-05,741
4050,2012-02-06,764
4051,2012-02-07,857
4052,2012-02-08,806
4053,2012-02-09,823
4054,2012-02-10,773
4055,2012-02-11,708
4056,2012-02-12,715
4057,2012-02-13,725
4058,2012-02-14,771
4059,2012-02-15,926
4060,2012-02-16,867
4061,2012-02-17,983
4062,2012-02-18,760
4063,2012-02-19,784
4064,2012-02-20,714
4065,2012-02-21,848
4066,2012-02-22,897
4067,2012-02-23,816
4068,2012-02-24,781
4069,2012-02-25,791
4070,2012-02-26,725
4071,2012-02-27,816
4072,2012-02-28,893
4073,2012-02-29,874
4074,2012-03-01,1022
4075,2012-03-02,881
4076,2012-03-03,776
4077,2012-03-04,753
4078,2012-03-05,763
4079,2012-03-06,938
4080,2012-03-07,950
4081,2012-03-08,921
4082,2012-03-09,956
4083,2012-03-10,889
4084,2012-03-11,802
4085,2012-03-12,911
4086,2012-03-13,925
4087,2012-03-14,929
4088,2012-03-15,995
4089,2012-03-16,955
4090,2012-03-17,1068
4091,2012-03-18,919
4092,2012-03-19,978
4093,2012-03-20,989
4094,2012-03-21,1074
4095,2012-03-22,976
4096,2012-03-23,975
4097,2012-03-24,904
4098,2012-03-25,885
4099,2012-03-26,829
4100,2012-03-27,867
4101,2012-03-28,910
4102,2012-03-29,948
4103,2012-03-30,940
4104,2012-03-31,877
4105,2012-04-01,989
4106,2012-04-02,826
4107,2012-04-03,883
4108,2012-04-04,864
4109,2012-04-05,878
4110,2012-04-06,899
4111,2012-04-07,974
4112,2012-04-08,819
4113,2012-04-09,914
4114,2012-04-10,842
4115,2012-04-11,918
4116,2012-04-12,920
4117,2012-04-13,937
4118,2012-04-14,942
4119,2012-04-15,974
4120,2012-04-16,931
4121,2012-04-17,956
4122,2012-04-18,878
4123,2012-04-19,961
4124,2012-04-20,915
4125,2012-04-21,876
4126,2012-04-22,824
4127,2012-04-23,934
4128,2012-04-24,895
4129,2012-04-25,952
4130,2012-04-26,920
4131,2012-04-27,962
4132,2012-04-28,878
4133,2012-04-29,802
4134,2012-04-30,869
4135,2012-05-01,1045
4136,2012-05-02,997
4137,2012-05-03,981
4138,2012-05-04,1027
4139,2012-05-05,947
4140,2012-05-06,841
4141,2012-05-07,971
4142,2012-05-08,1024
4143,2012-05-09,974
4144,2012-05-10,916
4145,2012-05-11,996
4146,2012-05-12,932
4147,2012-05-13,818
4148,2012-05-14,1003
4149,2012-05-15,1038
4150,2012-05-16,946
4151,2012-05-17,950
4152,2012-05-18,978
4153,2012-05-19,930
4154,2012-05-20,955
4155,2012-05-21,883
4156,2012-05-22,948
4157,2012-05-23,1071
4158,2012-05-24,1021
4159,2012-05-25,1078
4160,2012-05-26,910
4161,2012-05-27,927
4162,2012-05-28,1025
4163,2012-05-29,1092
4164,2012-05-30,982
4165,2012-05-31,826
4166,2012-06-01,1198
4167,2012-06-02,942
4168,2012-06-03,990
4169,2012-06-04,979
4170,2012-06-05,946
4171,2012-06-06,1020
4172,2012-06-07,989
4173,2012-06-08,1114
4174,2012-06-09,1047
4175,2012-06-10,1006
4176,2012-06-11,1065
4177,2012-06-12,1084
4178,2012-06-13,1074
4179,2012-06-14,976
4180,2012-06-15,1081
4181,2012-06-16,1056
4182,2012-06-17,944
4183,2012-06-18,1065
4184,2012-06-19,1001
4185,2012-06-20,1095
4186,2012-06-21,1054
4187,2012-06-22,1118
4188,2012-06-23,1126
4189,2012-06-24,1075
4190,2012-06-25,965
4191,2012-06-26,954
4192,2012-06-27,1045
4193,2012-06-28,936
4194,2012-06-29,1039
4195,2012-06-30,1009
4196,2012-07-01,1177
4197,2012-07-02,1054
4198,2012-07-03,1056
4199,2012-07-04,1045
4200,2012-07-05,1008
4201,2012-07-06,1022
4202,2012-07-07,1058
4203,2012-07-08,1089
4204,2012-07-09,1060
4205,2012-07-10,1052
4206,2012-07-11,1025
4207,2012-07-12,1035
4208,2012-07-13,1081
4209,2012-07-14,1051
4210,2012-07-15,1121
4211,2012-07-16,988
4212,2012-07-17,1002
4213,2012-07-18,974
4214,2012-07-19,914
4215,2012-07-20,1066
4216,2012-07-21,1065
4217,2012-07-22,982
4218,2012-07-23,983
4219,2012-07-24,965
4220,2012-07-25,1007
4221,2012-07-26,972
4222,2012-07-27,1036
4223,2012-07-28,1043
4224,2012-07-29,1013
4225,2012-07-30,995
4226,2012-07-31,926
4227,2012-08-01,1088
4228,2012-08-02,1013
4229,2012-08-03,1057
4230,2012-08-04,998
4231,2012-08-05,957
4232,2012-08-06,960
4233,2012-08-07,948
4234,2012-08-08,967
4235,2012-08-09,930
4236,2012-08-10,911
4237,2012-08-11,990
4238,2012-08-12,934
4239,2012-08-13,864
4240,2012-08-14,959
4241,2012-08-15,1059
4242,2012-08-16,936
4243,2012-08-17,961
4244,2012-08-18,983
4245,2012-08-19,937
4246,2012-08-20,891
4247,2012-08-21,916
4248,2012-08-22,888
4249,2012-08-23,1025
4250,2012-08-24,1027
4251,2012-08-25,1076
4252,2012-08-26,901
4253,2012-08-27,902
4254,2012-08-28,953
4255,2012-08-29,950
4256,2012-08-30,928
4257,2012-08-31,1008
4258,2012-09-01,1160
4259,2012-09-02,891
4260,2012-09-03,889
4261,2012-09-04,913
4262,2012-09-05,859
4263,2012-09-06,1017
4264,2012-09-07,958
4265,2012-09-08,983
4266,2012-09-09,907
4267,2012-09-10,874
4268,2012-09-11,910
4269,2012-09-12,934
4270,2012-09-13,866
4271,2012-09-14,994
4272,2012-09-15,1010
4273,2012-09-16,897
4274,2012-09-17,897
4275,2012-09-18,831
4276,2012-09-19,913
4277,2012-09-20,918
4278,2012-09-21,996
4279,2012-09-22,870
4280,2012-09-23,826
4281,2012-09-24,867
4282,2012-09-25,919
4283,2012-09-26,933
4284,2012-09-27,836
4285,2012-09-28,978
4286,2012-09-29,968
4287,2012-09-30,868
4288,2012-10-01,1041
4289,2012-10-02,903
4290,2012-10-03,919
4291,2012-10-04,876
4292,2012-10-05,912
4293,2012-10-06,803
4294,2012-10-07,766
4295,2012-10-08,899
4296,2012-10-09,890
4297,2012-10-10,956
4298,2012-10-11,864
4299,2012-10-12,959
4300,2012-10-13,872
4301,2012-10-14,858
4302,2012-10-15,936
4303,2012-10-16,872
4304,2012-10-17,952
4305,2012-10-18,890
4306,2012-10-19,941
4307,2012-10-20,961
4308,2012-10-21,923
4309,2012-10-22,837
4310,2012-10-23,890
4311,2012-10-24,1015
4312,2012-10-25,850
4313,2012-10-26,958
4314,2012-10-27,859
4315,2012-10-28,826
4316,2012-10-29,829
4317,2012-10-30,870
4318,2012-10-31,949
4319,2012-11-01,1057
4320,2012-11-02,930
4321,2012-11-03,801
4322,2012-11-04,731
4323,2012-11-05,887
4324,2012-11-06,784
4325,2012-11-07,874
4326,2012-11-08,851
4327,2012-11-09,1000
4328,2012-11-10,976
4329,2012-11-11,884
4330,2012-11-12,794
4331,2012-11-13,823
4332,2012-11-14,847
4333,2012-11-15,945
4334,2012-11-16,940
4335,2012-11-17,872
4336,2012-11-18,848
4337,2012-11-19,865
4338,2012-11-20,925
4339,2012-11-21,890
4340,2012-11-22,659
4341,2012-11-23,787
4342,2012-11-24,838
4343,2012-11-25,813
4344,2012-11-26,798
4345,2012-11-27,806
4346,2012-11-28,857
4347,2012-11-29,915
4348,2012-11-30,989
4349,2012-12-01,1041
4350,2012-12-02,840
4351,2012-12-03,932
4352,2012-12-04,915
4353,2012-12-05,858
4354,2012-12-06,875
4355,2012-12-07,896
4356,2012-12-08,777
4357,2012-12-09,761
4358,2012-12-10,851
4359,2012-12-11,825
4360,2012-12-12,910
4361,2012-12-13,806
4362,2012-12-14,952
4363,2012-12-15,857
4364,2012-12-16,787
4365,2012-12-17,827
4366,2012-12-18,849
4367,2012-12-19,876
4368,2012-12-20,827
4369,2012-12-21,778
4370,2012-12-22,732
4371,2012-12-23,763
4372,2012-12-24,709
4373,2012-12-25,522
4374,2012-12-26,620
4375,2012-12-27,682
4376,2012-12-28,853
4377,2012-12-29,805
4378,2012-12-30,705
4379,2012-12-31,737
4380,2013-01-01,1275
4381,2013-01-02,743
4382,2013-01-03,770
4383,2013-01-04,866
4384,2013-01-05,785
4385,2013-01-06,697
4386,2013-01-07,817
4387,2013-01-08,755
4388,2013-01-09,882
4389,2013-01-10,845
4390,2013-01-11,904
4391,2013-01-12,761
4392,2013-01-13,708
4393,2013-01-14,741
4394,2013-01-15,839
4395,2013-01-16,829
4396,2013-01-17,847
4397,2013-01-18,925
4398,2013-01-19,884
4399,2013-01-20,688
4400,2013-01-21,664
4401,2013-01-22,691
4402,2013-01-23,796
4403,2013-01-24,858
4404,2013-01-25,824
4405,2013-01-26,796
4406,2013-01-27,703
4407,2013-01-28,906
4408,2013-01-29,906
4409,2013-01-30,855
4410,2013-01-31,753
4411,2013-02-01,871
4412,2013-02-02,738
4413,2013-02-03,590
4414,2013-02-04,725
4415,2013-02-05,788
4416,2013-02-06,825
4417,2013-02-07,751
4418,2013-02-08,816
4419,2013-02-09,800
4420,2013-02-10,759
4421,2013-02-11,759
4422,2013-02-12,783
4423,2013-02-13,858
4424,2013-02-14,749
4425,2013-02-15,931
4426,2013-02-16,690
4427,2013-02-17,692
4428,2013-02-18,756
4429,2013-02-19,747
4430,2013-02-20,766
4431,2013-02-21,767
4432,2013-02-22,762
4433,2013-02-23,697
4434,2013-02-24,676
4435,2013-02-25,755
4436,2013-02-26,673
4437,2013-02-27,825
4438,2013-02-28,805
4439,2013-03-01,977
4440,2013-03-02,765
4441,2013-03-03,714
4442,2013-03-04,813
4443,2013-03-05,694
4444,2013-03-06,722
4445,2013-03-07,830
4446,2013-03-08,879
4447,2013-03-09,836
4448,2013-03-10,693
4449,2013-03-11,823
4450,2013-03-12,841
4451,2013-03-13,819
4452,2013-03-14,841
4453,2013-03-15,877
4454,2013-03-16,823
4455,2013-03-17,769
4456,2013-03-18,792
4457,2013-03-19,770
4458,2013-03-20,787
4459,2013-03-21,757
4460,2013-03-22,860
4461,2013-03-23,779
4462,2013-03-24,788
4463,2013-03-25,755
4464,2013-03-26,773
4465,2013-03-27,773
4466,2013-03-28,830
4467,2013-03-29,870
4468,2013-03-30,868
4469,2013-03-31,767
4470,2013-04-01,931
4471,2013-04-02,836
4472,2013-04-03,826
4473,2013-04-04,928
4474,2013-04-05,899
4475,2013-04-06,805
4476,2013-04-07,795
4477,2013-04-08,896
4478,2013-04-09,824
4479,2013-04-10,850
4480,2013-04-11,809
4481,2013-04-12,918
4482,2013-04-13,841
4483,2013-04-14,827
4484,2013-04-15,841
4485,2013-04-16,857
4486,2013-04-17,718
4487,2013-04-18,797
4488,2013-04-19,846
4489,2013-04-20,803
4490,2013-04-21,773
4491,2013-04-22,914
4492,2013-04-23,764
4493,2013-04-24,904
4494,2013-04-25,874
4495,2013-04-26,960
4496,2013-04-27,869
4497,2013-04-28,794
4498,2013-04-29,902
4499,2013-04-30,859
4500,2013-05-01,1152
4501,2013-05-02,825
4502,2013-05-03,902
4503,2013-05-04,910
4504,2013-05-05,826
4505,2013-05-06,874
4506,2013-05-07,906
4507,2013-05-08,964
4508,2013-05-09,832
4509,2013-05-10,913
4510,2013-05-11,832
4511,2013-05-12,832
4512,2013-05-13,891
4513,2013-05-14,905
4514,2013-05-15,1033
4515,2013-05-16,969
4516,2013-05-17,988
4517,2013-05-18,945
4518,2013-05-19,850
4519,2013-05-20,958
4520,2013-05-21,928
4521,2013-05-22,909
4522,2013-05-23,838
4523,2013-05-24,933
4524,2013-05-25,837
4525,2013-05-26,778
4526,2013-05-27,771
4527,2013-05-28,847
4528,2013-05-29,901
4529,2013-05-30,943
4530,2013-05-31,931
4531,2013-06-01,1048
4532,2013-06-02,831
4533,2013-06-03,913
4534,2013-06-04,858
4535,2013-06-05,901
4536,2013-06-06,960
4537,2013-06-07,878
4538,2013-06-08,923
4539,2013-06-09,829
4540,2013-06-10,887
4541,2013-06-11,852
4542,2013-06-12,830
4543,2013-06-13,912
4544,2013-06-14,1006
4545,2013-06-15,893
4546,2013-06-16,953
4547,2013-06-17,1020
4548,2013-06-18,927
4549,2013-06-19,899
4550,2013-06-20,962
4551,2013-06-21,904
4552,2013-06-22,922
4553,2013-06-23,887
4554,2013-06-24,825
4555,2013-06-25,912
4556,2013-06-26,951
4557,2013-06-27,869
4558,2013-06-28,907
4559,2013-06-29,902
4560,2013-06-30,932
4561,2013-07-01,1053
4562,2013-07-02,877
4563,2013-07-03,878
4564,2013-07-04,946
4565,2013-07-05,988
4566,2013-07-06,885
4567,2013-07-07,902
4568,2013-07-08,879
4569,2013-07-09,883
4570,2013-07-10,870
4571,2013-07-11,884
4572,2013-07-12,943
4573,2013-07-13,944
4574,2013-07-14,943
4575,2013-07-15,1017
4576,2013-07-16,907
4577,2013-07-17,929
4578,2013-07-18,920
4579,2013-07-19,903
4580,2013-07-20,917
4581,2013-07-21,929
4582,2013-07-22,1001
4583,2013-07-23,925
4584,2013-07-24,962
4585,2013-07-25,917
4586,2013-07-26,989
4587,2013-07-27,895
4588,2013-07-28,858
4589,2013-07-29,891
4590,2013-07-30,891
4591,2013-07-31,841
4592,2013-08-01,1011
4593,2013-08-02,966
4594,2013-08-03,971
4595,2013-08-04,922
4596,2013-08-05,850
4597,2013-08-06,904
4598,2013-08-07,940
4599,2013-08-08,908
4600,2013-08-09,986
4601,2013-08-10,1018
4602,2013-08-11,893
4603,2013-08-12,980
4604,2013-08-13,894
4605,2013-08-14,879
4606,2013-08-15,922
4607,2013-08-16,920
4608,2013-08-17,944
4609,2013-08-18,881
4610,2013-08-19,938
4611,2013-08-20,959
4612,2013-08-21,864
4613,2013-08-22,905
4614,2013-08-23,901
4615,2013-08-24,938
4616,2013-08-25,945
4617,2013-08-26,937
4618,2013-08-27,884
4619,2013-08-28,899
4620,2013-08-29,871
4621,2013-08-30,931
4622,2013-08-31,815
4623,2013-09-01,1092
4624,2013-09-02,924
4625,2013-09-03,871
4626,2013-09-04,837
4627,2013-09-05,921
4628,2013-09-06,897
4629,2013-09-07,917
4630,2013-09-08,863
4631,2013-09-09,866
4632,2013-09-10,913
4633,2013-09-11,868
4634,2013-09-12,857
4635,2013-09-13,880
4636,2013-09-14,827
4637,2013-09-15,835
4638,2013-09-16,776
4639,2013-09-17,834
4640,2013-09-18,853
4641,2013-09-19,850
4642,2013-09-20,945
4643,2013-09-21,904
4644,2013-09-22,757
4645,2013-09-23,847
4646,2013-09-24,920
4647,2013-09-25,884
4648,2013-09-26,856
4649,2013-09-27,964
4650,2013-09-28,921
4651,2013-09-29,756
4652,2013-09-30,832
4653,2013-10-01,1076
4654,2013-10-02,867
4655,2013-10-03,858
4656,2013-10-04,873
4657,2013-10-05,850
4658,2013-10-06,742
4659,2013-10-07,775
4660,2013-10-08,799
4661,2013-10-09,879
4662,2013-10-10,849
4663,2013-10-11,868
4664,2013-10-12,819
4665,2013-10-13,775
4666,2013-10-14,783
4667,2013-10-15,782
4668,2013-10-16,800
4669,2013-10-17,776
4670,2013-10-18,833
4671,2013-10-19,778
4672,2013-10-20,805
4673,2013-10-21,778
4674,2013-10-22,750
4675,2013-10-23,750
4676,2013-10-24,765
4677,2013-10-25,841
4678,2013-10-26,743
4679,2013-10-27,747
4680,2013-10-28,838
4681,2013-10-29,851
4682,2013-10-30,831
4683,2013-10-31,916
4684,2013-11-01,985
4685,2013-11-02,775
4686,2013-11-03,796
4687,2013-11-04,830
4688,2013-11-05,826
4689,2013-11-06,784
4690,2013-11-07,770
4691,2013-11-08,862
4692,2013-11-09,771
4693,2013-11-10,752
4694,2013-11-11,685
4695,2013-11-12,684
4696,2013-11-13,820
4697,2013-11-14,764
4698,2013-11-15,932
4699,2013-11-16,762
4700,2013-11-17,740
4701,2013-11-18,857
4702,2013-11-19,848
4703,2013-11-20,867
4704,2013-11-21,860
4705,2013-11-22,848
4706,2013-11-23,669
4707,2013-11-24,640
4708,2013-11-25,677
4709,2013-11-26,830
4710,2013-11-27,731
4711,2013-11-28,564
4712,2013-11-29,804
4713,2013-11-30,746
4714,2013-12-01,857
4715,2013-12-02,787
4716,2013-12-03,854
4717,2013-12-04,865
4718,2013-12-05,759
4719,2013-12-06,724
4720,2013-12-07,648
4721,2013-12-08,607
4722,2013-12-09,628
4723,2013-12-10,633
4724,2013-12-11,650
4725,2013-12-12,658
4726,2013-12-13,794
4727,2013-12-14,653
4728,2013-12-15,630
4729,2013-12-16,706
4730,2013-12-17,756
4731,2013-12-18,760
4732,2013-12-19,796
4733,2013-12-20,858
4734,2013-12-21,783
4735,2013-12-22,750
4736,2013-12-23,674
4737,2013-12-24,540
4738,2013-12-25,424
4739,2013-12-26,603
4740,2013-12-27,733
4741,2013-12-28,741
4742,2013-12-29,717
4743,2013-12-30,637
4744,2013-12-31,557
4745,2014-01-01,992
4746,2014-01-02,477
4747,2014-01-03,557
4748,2014-01-04,573
4749,2014-01-05,403
4750,2014-01-06,363
4751,2014-01-07,465
4752,2014-01-08,596
4753,2014-01-09,610
4754,2014-01-10,631
4755,2014-01-11,651
4756,2014-01-12,687
4757,2014-01-13,757
4758,2014-01-14,682
4759,2014-01-15,741
4760,2014-01-16,686
4761,2014-01-17,744
4762,2014-01-18,662
4763,2014-01-19,646
4764,2014-01-20,691
4765,2014-01-21,590
4766,2014-01-22,622
4767,2014-01-23,620
4768,2014-01-24,684
4769,2014-01-25,677
4770,2014-01-26,593
4771,2014-01-27,543
4772,2014-01-28,580
4773,2014-01-29,727
4774,2014-01-30,747
4775,2014-01-31,742
4776,2014-02-01,766
4777,2014-02-02,577
4778,2014-02-03,676
4779,2014-02-04,645
4780,2014-02-05,557
4781,2014-02-06,606
4782,2014-02-07,691
4783,2014-02-08,602
4784,2014-02-09,648
4785,2014-02-10,613
4786,2014-02-11,592
4787,2014-02-12,603
4788,2014-02-13,637
4789,2014-02-14,690
4790,2014-02-15,638
4791,2014-02-16,585
4792,2014-02-17,595
4793,2014-02-18,625
4794,2014-02-19,704
4795,2014-02-20,647
4796,2014-02-21,716
4797,2014-02-22,644
4798,2014-02-23,631
4799,2014-02-24,629
4800,2014-02-25,647
4801,2014-02-26,660
4802,2014-02-27,612
4803,2014-02-28,697
4804,2014-03-01,705
4805,2014-03-02,548
4806,2014-03-03,589
4807,2014-03-04,625
4808,2014-03-05,634
4809,2014-03-06,657
4810,2014-03-07,756
4811,2014-03-08,680
4812,2014-03-09,619
4813,2014-03-10,812
4814,2014-03-11,695
4815,2014-03-12,657
4816,2014-03-13,714
4817,2014-03-14,821
4818,2014-03-15,841
4819,2014-03-16,636
4820,2014-03-17,702
4821,2014-03-18,817
4822,2014-03-19,760
4823,2014-03-20,775
4824,2014-03-21,795
4825,2014-03-22,735
4826,2014-03-23,646
4827,2014-03-24,694
4828,2014-03-25,698
4829,2014-03-26,722
4830,2014-03-27,716
4831,2014-03-28,783
4832,2014-03-29,767
4833,2014-03-30,736
4834,2014-03-31,734
4835,2014-04-01,883
4836,2014-04-02,717
4837,2014-04-03,714
4838,2014-04-04,807
4839,2014-04-05,750
4840,2014-04-06,706
4841,2014-04-07,757
4842,2014-04-08,745
4843,2014-04-09,773
4844,2014-04-10,806
4845,2014-04-11,784
4846,2014-04-12,868
4847,2014-04-13,678
4848,2014-04-14,679
4849,2014-04-15,742
4850,2014-04-16,770
4851,2014-04-17,831
4852,2014-04-18,784
4853,2014-04-19,752
4854,2014-04-20,687
4855,2014-04-21,724
4856,2014-04-22,732
4857,2014-04-23,733
4858,2014-04-24,766
4859,2014-04-25,844
4860,2014-04-26,777
4861,2014-04-27,672
4862,2014-04-28,719
4863,2014-04-29,785
4864,2014-04-30,796
4865,2014-05-01,846
4866,2014-05-02,860
4867,2014-05-03,742
4868,2014-05-04,718
4869,2014-05-05,838
4870,2014-05-06,823
4871,2014-05-07,767
4872,2014-05-08,765
4873,2014-05-09,861
4874,2014-05-10,812
4875,2014-05-11,740
4876,2014-05-12,809
4877,2014-05-13,811
4878,2014-05-14,780
4879,2014-05-15,751
4880,2014-05-16,836
4881,2014-05-17,802
4882,2014-05-18,859
4883,2014-05-19,786
4884,2014-05-20,763
4885,2014-05-21,834
4886,2014-05-22,786
4887,2014-05-23,806
4888,2014-05-24,755
4889,2014-05-25,824
4890,2014-05-26,775
4891,2014-05-27,759
4892,2014-05-28,800
4893,2014-05-29,770
4894,2014-05-30,820
4895,2014-05-31,845
4896,2014-06-01,993
4897,2014-06-02,861
4898,2014-06-03,895
4899,2014-06-04,771
4900,2014-06-05,797
4901,2014-06-06,851
4902,2014-06-07,865
4903,2014-06-08,771
4904,2014-06-09,818
4905,2014-06-10,667
4906,2014-06-11,771
4907,2014-06-12,819
4908,2014-06-13,928
4909,2014-06-14,836
4910,2014-06-15,878
4911,2014-06-16,870
4912,2014-06-17,882
4913,2014-06-18,768
4914,2014-06-19,817
4915,2014-06-20,883
4916,2014-06-21,857
4917,2014-06-22,863
4918,2014-06-23,826
4919,2014-06-24,856
4920,2014-06-25,853
4921,2014-06-26,817
4922,2014-06-27,891
4923,2014-06-28,848
4924,2014-06-29,903
4925,2014-06-30,793
4926,2014-07-01,971
